date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:35:35	1284/1284	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22632dbcad-504%22	https://demo.dashboardpack.com/sales-html/img/menu-icon/8.svg	C:/My%20Web%20Sites/aAAA/demo.dashboardpack.com/sales-html/img/menu-icon/8.svg	(from https://demo.dashboardpack.com/sales-html/editor.html)
13:35:36	28292/28292	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:03:54%20GMT	https://demo.dashboardpack.com/sales-html/Products.html	C:/My%20Web%20Sites/aAAA/demo.dashboardpack.com/sales-html/Products.html	(from https://demo.dashboardpack.com/sales-html/editor.html)
13:35:36	26137/26137	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:03:54%20GMT	https://demo.dashboardpack.com/sales-html/Product_Details.html	C:/My%20Web%20Sites/aAAA/demo.dashboardpack.com/sales-html/Product_Details.html	(from https://demo.dashboardpack.com/sales-html/editor.html)
13:35:36	22140/22140	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:02:52%20GMT	https://demo.dashboardpack.com/sales-html/Cart.html	C:/My%20Web%20Sites/aAAA/demo.dashboardpack.com/sales-html/Cart.html	(from https://demo.dashboardpack.com/sales-html/editor.html)
13:35:36	25959/25959	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:02:53%20GMT	https://demo.dashboardpack.com/sales-html/Checkout.html	C:/My%20Web%20Sites/aAAA/demo.dashboardpack.com/sales-html/Checkout.html	(from https://demo.dashboardpack.com/sales-html/editor.html)
13:35:37	23195/23195	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:03:01%20GMT	https://demo.dashboardpack.com/sales-html/Fontawesome_Icon.html	C:/My%20Web%20Sites/aAAA/demo.dashboardpack.com/sales-html/Fontawesome_Icon.html	(from https://demo.dashboardpack.com/sales-html/editor.html)
13:35:37	39108/39108	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:04:07%20GMT	https://demo.dashboardpack.com/sales-html/themefy_icon.html	C:/My%20Web%20Sites/aAAA/demo.dashboardpack.com/sales-html/themefy_icon.html	(from https://demo.dashboardpack.com/sales-html/editor.html)
13:35:37	1149/1149	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22632dbcad-47d%22	https://demo.dashboardpack.com/sales-html/img/menu-icon/9.svg	C:/My%20Web%20Sites/aAAA/demo.dashboardpack.com/sales-html/img/menu-icon/9.svg	(from https://demo.dashboardpack.com/sales-html/editor.html)
13:35:38	23293/23293	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:04:08%20GMT	https://demo.dashboardpack.com/sales-html/wow_animation.html	C:/My%20Web%20Sites/aAAA/demo.dashboardpack.com/sales-html/wow_animation.html	(from https://demo.dashboardpack.com/sales-html/editor.html)
13:35:39	22821/22821	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:03:55%20GMT	https://demo.dashboardpack.com/sales-html/Scroll_Reveal.html	C:/My%20Web%20Sites/aAAA/demo.dashboardpack.com/sales-html/Scroll_Reveal.html	(from https://demo.dashboardpack.com/sales-html/editor.html)
